1.65 -0.0107074 0.0498982 0.0151899 0.00928886
1.665 -0.0104592 0.0542951 0.0159204 0.00899137
1.68 -0.0100617 0.05838 0.0166617 0.00844607
1.695 -0.00952737 0.0621192 0.0174129 0.00767241
1.71 -0.00886898 0.0654837 0.0181726 0.00669072
1.725 -0.00809985 0.0684496 0.0189393 0.00552196
1.74 -0.00723343 0.0709979 0.0197114 0.00418754
1.755 -0.00628332 0.0731138 0.020487 0.00270909
1.77 -0.00526309 0.0747875 0.0212639 0.00110832
1.785 -0.00418617 0.0760126 0.0220401 -0.000593232
1.8 -0.0030658 0.0767879 0.0228132 -0.00237429
1.815 -0.00191488 0.0771149 0.0235809 -0.00421406
1.83 -0.000745887 0.0769999 0.0243407 -0.00609233
1.845 0.000429163 0.0764523 0.0250903 -0.00798962
1.86 0.00159883 0.0754845 0.0258272 -0.00988727
1.875 0.00275228 0.0741122 0.0265491 -0.0117676
1.89 0.00387938 0.0723533 0.0272534 -0.0136139
1.905 0.0049707 0.0702288 0.027938 -0.0154107
1.92 0.00601759 0.0677609 0.0286005 -0.0171435
1.935 0.00701216 0.064974 0.029239 -0.0187992
1.95 0.00794737 0.0618943 0.0298513 -0.0203658
1.965 0.00881698 0.058549 0.0304357 -0.021833
1.98 0.00961561 0.0549658 0.0309903 -0.0231912
1.995 0.0103387 0.0511742 0.0315135 -0.0244327
2.01 0.0109825 0.0472025 0.032004 -0.0255508
2.025 0.0115441 0.0430808 0.0324604 -0.0265401
2.04 0.0120214 0.038838 0.0328817 -0.0273966
2.055 0.012413 0.0345031 0.033267 -0.0281177
2.07 0.0127183 0.0301047 0.0336154 -0.0287016
2.085 0.0129374 0.0256705 0.0339264 -0.029148
2.1 0.0130712 0.0212274 0.0341997 -0.0294576
2.115 0.013121 0.0168008 0.0344349 -0.0296322
2.13 0.0130887 0.0124154 0.0346321 -0.0296744
2.145 0.012977 0.00809491 0.0347913 -0.029588
2.16 0.0127888 0.0038602 0.0349129 -0.0293773
2.175 0.0125277 -0.000267625 0.0349972 -0.0290477
2.19 0.0121975 -0.00427047 0.0350448 -0.0286049
2.205 0.0118025 -0.00813166 0.0350564 -0.0280555
2.22 0.0113471 -0.0118355 0.0350328 -0.0274065
2.235 0.0108361 -0.0153689 0.0349751 -0.0266653
2.25 0.0102744 -0.01872 0.0348842 -0.0258396
2.265 0.00966717 -0.0218795 0.0347613 -0.0249374
2.28 0.0090196 -0.0248386 0.0346076 -0.023967
2.295 0.00833693 -0.0275916 0.0344245 -0.0229367
2.31 0.00762443 -0.0301335 0.0342134 -0.0218549
2.325 0.00688731 -0.0324611 0.0339757 -0.0207299
2.34 0.00613076 -0.0345735 0.0337128 -0.01957
2.355 0.00535982 -0.0364703 0.0334264 -0.0183833
2.37 0.00457943 -0.0381531 0.0331179 -0.0171777
2.385 0.00379431 -0.039625 0.0327889 -0.015961
2.4 0.00300904 -0.0408898 0.0324411 -0.0147405
2.415 0.00222795 -0.0419529 0.0320758 -0.0135232
2.43 0.00145512 -0.0428208 0.0316948 -0.0123158
2.445 0.000694375 -0.0435003 0.0312994 -0.0111245
2.46 -5.0721e-05 -0.0439998 0.0308913 -0.00995531
2.475 -0.000776912 -0.0443282 0.0304719 -0.00881348
2.49 -0.00148123 -0.0444949 0.0300425 -0.00770396
2.505 -0.00216103 -0.04451 0.0296047 -0.00663119
2.52 -0.00281396 -0.044384 0.0291596 -0.00559911
2.535 -0.00343797 -0.0441275 0.0287086 -0.0046112
2.55 -0.00403135 -0.0437518 0.0282529 -0.00367039
2.565 -0.00459268 -0.0432678 0.0277937 -0.00277918
2.58 -0.00512083 -0.0426865 0.0273319 -0.00193955
2.595 -0.00561498 -0.0420197 0.0268686 -0.00115302
2.61 -0.00607458 -0.0412776 0.0264048 -0.000420657
2.625 -0.00649937 -0.0404718 0.0259413 0.000256922
2.64 -0.00688934 -0.0396123 0.025479 0.000879509
2.655 -0.0072447 -0.0387094 0.0250184 0.00144731
2.67 -0.00756594 -0.0377731 0.0245604 0.00196089
2.685 -0.00785372 -0.0368126 0.0241055 0.00242118
2.7 -0.00810891 -0.0358363 0.0236542 0.00282943
2.715 -0.00833257 -0.034854 0.023207 0.0031872
2.73 -0.0085259 -0.0338717 0.0227643 0.00349629
2.745 -0.00869026 -0.0328978 0.0223263 0.00375876
2.76 -0.00882713 -0.0319386 0.0218935 0.00397687
2.775 -0.00893809 -0.031 0.021466 0.00415308
2.79 -0.0090248 -0.0300864 0.021044 0.00428998
2.805 -0.009089 -0.0292043 0.0206276 0.0043903
2.82 -0.00913249 -0.0283567 0.020217 0.00445684
2.835 -0.00915709 -0.0275465 0.0198121 0.00449249
2.85 -0.00916463 -0.026778 0.019413 0.00450018
2.865 -0.00915697 -0.0260516 0.0190196 0.00448283
2.88 -0.00913594 -0.0253705 0.0186319 0.00444339
2.895 -0.00910334 -0.0247347 0.0182499 0.00438475
2.91 -0.00906095 -0.0241458 0.0178734 0.00430975
2.925 -0.00901048 -0.0236026 0.0175023 0.00422117
2.94 -0.0089536 -0.0231055 0.0171364 0.0041217
2.955 -0.00889189 -0.0226533 0.0167758 0.00401391
2.97 -0.00882685 -0.0222449 0.0164201 0.00390026
2.985 -0.00875992 -0.0218781 0.0160693 0.00378307
3 -0.00869242 -0.0215522 0.0157232 0.00366454
3.015 -0.00862559 -0.0212638 0.0153817 0.00354667
3.03 -0.00856055 -0.0210102 0.0150445 0.00343136
3.045 -0.00849832 -0.0207897 0.0147116 0.0033203
3.06 -0.00843983 -0.0205986 0.0143829 0.00321501
3.075 -0.00838588 -0.0204345 0.0140581 0.00311687
3.09 -0.00833717 -0.020293 0.0137373 0.00302705
3.105 -0.0082943 -0.0201726 0.0134202 0.00294658
3.12 -0.00825774 -0.0200685 0.0131068 0.00287629
3.135 -0.00822787 -0.0199783 0.012797 0.00281685
3.15 -0.00820499 -0.0198984 0.0124908 0.00276879
3.165 -0.00818926 -0.0198257 0.0121881 0.00273246
3.18 -0.00818078 -0.0197574 0.0118889 0.00270804
3.195 -0.00817955 -0.0196898 0.0115931 0.00269561
3.21 -0.00818548 -0.0196207 0.0113008 0.00269507
3.225 -0.00819841 -0.0195467 0.011012 0.00270623
3.24 -0.00821811 -0.0194657 0.0107266 0.00272875
3.255 -0.00824429 -0.0193747 0.0104448 0.0027622
3.27 -0.00827658 -0.0192726 0.0101667 0.00280605
3.285 -0.00831458 -0.0191565 0.00989217 0.00285967
3.3 -0.00835783 -0.0190242 0.00962141 0.00292236
3.315 -0.00840583 -0.0188756 0.00935451 0.00299335
3.33 -0.00845806 -0.0187075 0.00909154 0.0030718
3.345 -0.00851396 -0.0185204 0.00883263 0.00315687
3.36 -0.00857295 -0.0183117 0.00857789 0.00324761
3.375 -0.00863446 -0.0180825 0.00832743 0.00334311
3.39 -0.00869787 -0.0178309 0.0080814 0.00344241
3.405 -0.0087626 -0.0175571 0.00783992 0.00354455
3.42 -0.00882805 -0.0172607 0.00760312 0.00364856
3.435 -0.00889362 -0.0169428 0.00737114 0.0037535
3.45 -0.00895874 -0.0166023 0.00714411 0.00385843
3.465 -0.00902287 -0.0162411 0.00692216 0.00396244
3.48 -0.00908545 -0.015858 0.00670544 0.00406465
3.495 -0.00914597 -0.0154559 0.00649405 0.00416422
3.51 -0.00920397 -0.0150339 0.00628814 0.00426035
3.525 -0.00925897 -0.0145944 0.00608781 0.00435229
3.54 -0.00931057 -0.0141378 0.00589318 0.00443934
3.555 -0.00935837 -0.0136654 0.00570434 0.00452085
3.57 -0.00940204 -0.0131794 0.00552141 0.00459624
3.585 -0.00944126 -0.0126795 0.00534446 0.00466497
3.6 -0.00947577 -0.0121693 0.00517358 0.00472662
3.615 -0.00950533 -0.0116487 0.00500884 0.00478069
3.63 -0.00952975 -0.0111202 0.00485028 0.00482693
3.645 -0.0095489 -0.0105846 0.00469797 0.00486503
3.66 -0.00956264 -0.0100446 0.00455194 0.00489479
3.675 -0.00957092 -0.00950058 0.00441222 0.00491605
3.69 -0.0095737 -0.0089554 0.00427883 0.00492873
3.705 -0.00957098 -0.00840902 0.00415176 0.00493278
3.72 -0.00956279 -0.00786463 0.00403102 0.00492824
3.735 -0.00954921 -0.00732223 0.00391658 0.00491519
3.75 -0.00953033 -0.0067842 0.00380843 0.00489375
3.765 -0.00950629 -0.00625213 0.00370652 0.00486411
3.78 -0.00947723 -0.00572602 0.0036108 0.0048265
3.795 -0.00944335 -0.00520825 0.00352121 0.00478115
3.81 -0.00940484 -0.00469963 0.0034377 0.00472838
3.825 -0.00936193 -0.00420094 0.00336017 0.00466853
3.84 -0.00931486 -0.00371337 0.00328855 0.00460196
3.855 -0.00926388 -0.00323812 0.00322274 0.00452906
3.87 -0.00920926 -0.00277519 0.00316264 0.00445024
3.885 -0.00915129 -0.00232617 0.00310815 0.00436593
3.9 -0.00909024 -0.00189066 0.00305914 0.00427658
3.915 -0.00902641 -0.00147065 0.0030155 0.00418265
3.93 -0.00896009 -0.00106494 0.00297711 0.00408459
3.945 -0.00889158 -0.000674725 0.00294382 0.00398286
3.96 -0.00882118 -0.000300407 0.00291551 0.00387795
3.975 -0.00874917 5.84126e-05 0.00289204 0.0037703
3.99 -0.00867586 0.000400941 0.00287327 0.00366037
4.005 -0.0086015 0.000727971 0.00285906 0.00354862
4.02 -0.00852639 0.00103911 0.00284925 0.00343548
4.035 -0.00845078 0.00133475 0.0028437 0.00332136
4.05 -0.00837493 0.00161409 0.00284227 0.00320669
4.065 -0.00829908 0.00187874 0.00284481 0.00309183
4.08 -0.00822345 0.00212868 0.00285117 0.00297717
4.095 -0.00814826 0.00236352 0.00286121 0.00286306
4.11 -0.00807372 0.00258446 0.00287477 0.00274981
4.125 -0.00800001 0.00279109 0.00289172 0.00263774
4.14 -0.00792729 0.0029854 0.00291191 0.0025271
4.155 -0.00785573 0.0031658 0.00293521 0.00241818
4.17 -0.00778547 0.00333468 0.00296148 0.00231119
4.185 -0.00771662 0.00349164 0.00299057 0.00220634
4.2 -0.00764929 0.00363708 0.00302237 0.0021038
4.215 -0.00758359 0.00377218 0.00305674 0.00200373
4.23 -0.00751957 0.00389695 0.00309356 0.00190627
4.245 -0.00745732 0.00401258 0.0031327 0.00181152
4.26 -0.00739687 0.00411908 0.00317405 0.00171956
4.275 -0.00733826 0.00421723 0.0032175 0.00163046
4.29 -0.00728152 0.00430743 0.00326292 0.00154425
4.305 -0.00722664 0.00439008 0.00331022 0.00146096
4.32 -0.00717364 0.00446598 0.0033593 0.0013806
4.335 -0.00712249 0.00453591 0.00341005 0.00130313
4.35 -0.00707318 0.00459989 0.00346237 0.00122855
4.365 -0.00702567 0.0046579 0.00351618 0.00115678
4.38 -0.00697993 0.00471155 0.00357139 0.00108779
4.395 -0.00693589 0.00476003 0.0036279 0.00102149
4.41 -0.00689352 0.00480493 0.00368565 0.000957803
4.425 -0.00685276 0.00484506 0.00374455 0.000896635
4.44 -0.00681353 0.00488242 0.00380453 0.000837884
4.455 -0.00677577 0.00491619 0.00386551 0.000781449
4.47 -0.00673941 0.00494719 0.00392742 0.000727214
4.485 -0.00670438 0.0049746 0.0039902 0.000675066
4.5 -0.00667061 0.00500003 0.00405378 0.00062488
4.515 -0.00663801 0.00502268 0.0041181 0.000576545
4.53 -0.00660652 0.00504295 0.0041831 0.000529933
4.545 -0.00657606 0.00506163 0.00424873 0.00048493
4.56 -0.00654656 0.00507752 0.00431492 0.000441416
4.575 -0.00651794 0.00509183 0.00438162 0.000399278
4.59 -0.00649014 0.00510414 0.00444879 0.000358402
4.605 -0.0064631 0.00511448 0.00451636 0.000318684
4.62 -0.00643675 0.00512282 0.0045843 0.000280019
4.635 -0.00641103 0.00512918 0.00465254 0.000242313
4.65 -0.00638589 0.00513355 0.00472105 0.000205474
4.665 -0.00617128 0.00513673 0.0047255 0.00345665
4.68 -0.00598613 0.0044179 0.0047292 -0.000590915
4.695 -0.00582926 0.0037094 0.00473182 -0.000844089
4.71 -0.00569948 0.00300884 0.0047331 -0.00105546
4.725 -0.00559567 0.00231902 0.00473281 -0.00122831
4.74 -0.00551672 0.0016431 0.00473077 -0.00136314
4.755 -0.00546147 0.000984271 0.00472687 -0.00146091
4.77 -0.00542868 0.000348488 0.00472101 -0.001523
